symbol,timestamp,source,data_type,bid,ask,price,volume,spread_raw,spread_table,volatility,market_sentiment,trading_activity
SHEL,1736084852373,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.99,8870710.0,-1.0,-1.0,1.325,-0.553,48.99
BP,1736084856039,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.06,7617017.0,-1.0,-1.0,0.241,0.83,78.18
SHEL,1736084862760,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.73,9281773.0,-1.0,-1.0,1.319,-0.569,45.21
XOM,1736084864699,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.03,11053384.0,-1.0,-1.0,0.871,0.378,37.27
COP,1736084867994,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.43,3779871.0,-1.0,-1.0,0.535,0.132,26.69
XOM,1736084873196,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.37,10473711.0,-1.0,-1.0,0.855,0.431,31.46
XOM,1736084881181,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.86,10016386.0,-1.0,-1.0,0.859,0.456,39.75
SHEL,1736084882821,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.96,9184864.0,-1.0,-1.0,1.349,-0.574,42.13
SHEL,1736084883985,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.27,9116852.0,-1.0,-1.0,1.343,-0.57,46.52
XOM,1736084890275,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.11,10435338.0,-1.0,-1.0,0.841,0.516,39.81
SHEL,1736084892647,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.49,8697392.0,-1.0,-1.0,1.354,-0.626,42.06
COP,1736084894277,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.65,3871357.0,-1.0,-1.0,0.542,0.188,32.51
XOM,1736084895468,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.21,10334023.0,-1.0,-1.0,0.836,0.505,38.16
COP,1736084900506,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.76,3900006.0,-1.0,-1.0,0.541,0.262,31.08
BP,1736084903233,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.93,8162116.0,-1.0,-1.0,0.242,0.594,66.33
SHEL,1736084908856,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.44,8415070.0,-1.0,-1.0,1.336,-0.843,56.51
BP,1736084911120,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.79,8604732.0,-1.0,-1.0,0.241,0.758,63.49
SHEL,1736084915505,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.66,8621558.0,-1.0,-1.0,1.336,-0.773,57.62
SHEL,1736084921314,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.57,8822070.0,-1.0,-1.0,1.361,-0.807,58.3
SHEL,1736084926078,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.88,9025606.0,-1.0,-1.0,1.383,-0.735,59.86
BP,1736084930520,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.97,7954030.0,-1.0,-1.0,0.242,0.954,52.88
XOM,1736084933580,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.67,11030683.0,-1.0,-1.0,0.825,0.651,39.77
BP,1736084944713,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.18,7701940.0,-1.0,-1.0,0.241,0.941,55.12
SHEL,1736084945340,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.01,7922695.0,-1.0,-1.0,1.363,-0.57,50.4
XOM,1736084953907,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.1,10118383.0,-1.0,-1.0,0.84,0.681,39.07
COP,1736084957954,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.84,4157127.0,-1.0,-1.0,0.534,0.449,36.07
SHEL,1736084964956,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.82,7659385.0,-1.0,-1.0,1.401,-0.715,54.69
BP,1736084966877,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.02,7644709.0,-1.0,-1.0,0.241,1.0,60.19
SHEL,1736084967146,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.68,7720001.0,-1.0,-1.0,1.374,-0.78,56.28
COP,1736084968980,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.84,4132588.0,-1.0,-1.0,0.542,0.466,34.19
BP,1736084979696,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.87,6964767.0,-1.0,-1.0,0.245,0.883,66.92
SHEL,1736084985881,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.15,7386149.0,-1.0,-1.0,1.355,-0.647,60.51
XOM,1736084995700,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.37,9530105.0,-1.0,-1.0,0.838,0.528,49.32
SHEL,1736085000221,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.97,7708145.0,-1.0,-1.0,1.322,-0.874,63.82
XOM,1736085002766,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.95,8771145.0,-1.0,-1.0,0.819,0.634,54.83
COP,1736085003851,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.01,4221572.0,-1.0,-1.0,0.529,0.502,32.93
SHEL,1736085004400,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,69.05,7541301.0,-1.0,-1.0,1.298,-0.962,60.58
BP,1736085006113,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.77,6964147.0,-1.0,-1.0,0.251,0.912,68.22
SHEL,1736085009314,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.98,7515280.0,-1.0,-1.0,1.337,-0.797,62.74
BP,1736085014786,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.46,6265264.0,-1.0,-1.0,0.966,-0.354,73.31
SHEL,1736085015125,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.82,5056765.0,-1.0,-1.0,1.153,0.579,33.2
XOM,1736085018079,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.35,12592821.0,-1.0,-1.0,1.433,-0.841,3.41
SHEL,1736085019281,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.46,4901376.0,-1.0,-1.0,1.115,0.625,33.55
SHEL,1736085025110,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.67,4760948.0,-1.0,-1.0,1.162,0.764,28.64
BP,1736085028155,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.5,6410666.0,-1.0,-1.0,0.975,-0.391,74.68
XOM,1736085028794,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.0,11937746.0,-1.0,-1.0,1.44,-0.691,0.0
SHEL,1736085033778,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.64,5034478.0,-1.0,-1.0,1.153,0.898,32.61
SHEL,1736085035759,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.62,4801420.0,-1.0,-1.0,1.146,0.961,27.8
COP,1736085037593,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.43,3217510.0,-1.0,-1.0,0.589,-0.126,24.86
XOM,1736085039108,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.58,11983881.0,-1.0,-1.0,1.429,-0.789,0.0
SHEL,1736085040161,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.3,4885755.0,-1.0,-1.0,1.158,0.913,29.7
SHEL,1736085041773,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.12,4814232.0,-1.0,-1.0,1.171,0.944,31.28
COP,1736085042281,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.0,3320673.0,-1.0,-1.0,0.59,-0.054,29.04
XOM,1736085044860,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.22,11272175.0,-1.0,-1.0,1.419,-0.64,5.72
XOM,1736085047835,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.94,10811112.0,-1.0,-1.0,1.444,-0.623,3.31
BP,1736085051372,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.44,6337627.0,-1.0,-1.0,0.978,-0.571,65.54
SHEL,1736085053767,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.14,4943906.0,-1.0,-1.0,1.206,0.924,29.39
SHEL,1736085056893,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.2,4576737.0,-1.0,-1.0,1.199,0.925,24.36
BP,1736085058290,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.36,6449682.0,-1.0,-1.0,0.981,-0.496,62.84
XOM,1736085058639,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.8,10636383.0,-1.0,-1.0,1.421,-0.613,6.1
COP,1736085058879,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.64,3201084.0,-1.0,-1.0,0.572,0.369,24.47
XOM,1736085061670,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.43,9907848.0,-1.0,-1.0,1.379,-0.561,9.71
BP,1736085066237,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.46,5978366.0,-1.0,-1.0,0.981,-0.608,66.38
SHEL,1736085069861,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.64,4297815.0,-1.0,-1.0,1.221,0.871,22.13
XOM,1736085071037,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.52,10401196.0,-1.0,-1.0,1.329,-0.389,7.39
BP,1736085080775,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.69,5531726.0,-1.0,-1.0,1.003,-0.568,67.33
BP,1736085087004,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.76,5482009.0,-1.0,-1.0,1.014,-0.58,68.81
XOM,1736085087870,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.38,10366915.0,-1.0,-1.0,1.303,-0.537,5.9
COP,1736085096655,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.2,3130422.0,-1.0,-1.0,0.525,0.715,18.86
SHEL,1736085097921,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.18,3986527.0,-1.0,-1.0,1.214,0.83,26.37
XOM,1736085103162,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.65,10236934.0,-1.0,-1.0,1.307,-0.57,8.57
SHEL,1736085105816,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.0,4120402.0,-1.0,-1.0,1.227,0.834,27.88
COP,1736081413411,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.44,3337375.0,-1.0,-1.0,1.494,0.129,31.39
XOM,1736081414298,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.61,13189169.0,-1.0,-1.0,0.39,-0.078,59.45
SHEL,1736081414753,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.7,4904900.0,-1.0,-1.0,0.397,-0.229,63.76
SHEL,1736081416324,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.59,4827323.0,-1.0,-1.0,0.39,-0.316,58.85
SHEL,1736081422670,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.34,4861228.0,-1.0,-1.0,0.392,-0.405,56.64
XOM,1736081427512,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.6,14903951.0,-1.0,-1.0,0.411,0.048,63.95
SHEL,1736081430871,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.96,5008740.0,-1.0,-1.0,0.387,-0.414,58.32
SHEL,1736081433876,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.24,5203584.0,-1.0,-1.0,0.385,-0.541,62.17
COP,1736081440856,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.02,3443390.0,-1.0,-1.0,1.485,-0.01,19.88
SHEL,1736081442042,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.82,5592210.0,-1.0,-1.0,0.389,-0.372,61.2
SHEL,1736081447107,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.91,5337217.0,-1.0,-1.0,0.392,-0.408,61.07
SHEL,1736081448435,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.16,5241365.0,-1.0,-1.0,0.393,-0.476,65.95
SHEL,1736081449820,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.46,5079763.0,-1.0,-1.0,0.395,-0.331,66.76
BP,1736081453090,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.54,6272447.0,-1.0,-1.0,0.691,0.308,37.91
XOM,1736081453409,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.78,16153247.0,-1.0,-1.0,0.42,0.037,54.41
XOM,1736081460229,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.25,15423899.0,-1.0,-1.0,0.412,0.046,58.53
COP,1736081462297,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.72,3265504.0,-1.0,-1.0,1.512,-0.01,20.05
COP,1736081464790,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.37,3286608.0,-1.0,-1.0,1.512,0.0,17.46
COP,1736081467607,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.46,3331940.0,-1.0,-1.0,1.517,0.055,25.44
SHEL,1736081474906,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.88,5478540.0,-1.0,-1.0,0.391,-0.404,50.53
BP,1736081476240,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.26,6752268.0,-1.0,-1.0,0.67,0.147,41.2
COP,1736081482714,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.69,3200573.0,-1.0,-1.0,1.551,0.203,35.47
SHEL,1736081489390,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.01,5872115.0,-1.0,-1.0,0.38,-0.562,54.85
BP,1736081490473,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.37,6764820.0,-1.0,-1.0,0.672,0.207,40.53
XOM,1736081499688,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.52,14214272.0,-1.0,-1.0,0.418,-0.035,61.37
BP,1736081504263,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.87,7208397.0,-1.0,-1.0,0.664,0.068,31.91
XOM,1736081511480,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.57,12812518.0,-1.0,-1.0,0.411,-0.026,60.83
BP,1736081513720,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.96,7277690.0,-1.0,-1.0,0.663,-0.048,32.49
COP,1736081515518,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.59,3062305.0,-1.0,-1.0,1.537,0.222,40.85
SHEL,1736081518928,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.66,5850126.0,-1.0,-1.0,0.398,-0.661,63.96
SHEL,1736081520063,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.36,5854733.0,-1.0,-1.0,0.404,-0.654,62.55
SHEL,1736081525920,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.3,5931922.0,-1.0,-1.0,0.412,-0.715,64.19
BP,1736081528314,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.87,7443205.0,-1.0,-1.0,0.659,-0.004,38.27
SHEL,1736081529223,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.56,5918559.0,-1.0,-1.0,0.41,-0.775,64.61
SHEL,1736081531760,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.28,5724176.0,-1.0,-1.0,0.417,-0.87,65.71
SHEL,1736081533290,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.36,5582635.0,-1.0,-1.0,0.425,-0.825,64.79
COP,1736081533604,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,98.92,3145638.0,-1.0,-1.0,1.49,0.275,44.32
BP,1736081545068,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.97,7211357.0,-1.0,-1.0,0.666,0.052,44.68
COP,1736081549074,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.31,3318988.0,-1.0,-1.0,1.534,0.288,42.18
SHEL,1736081552951,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.92,5002659.0,-1.0,-1.0,0.442,-0.697,67.18
COP,1736081553714,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.16,3345610.0,-1.0,-1.0,1.545,0.24,44.22
SHEL,1736081560910,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.28,5329185.0,-1.0,-1.0,0.431,-0.75,71.38
COP,1736081566119,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.81,3152427.0,-1.0,-1.0,1.559,0.31,51.5
BP,1736081567619,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.2,6684455.0,-1.0,-1.0,0.667,-0.188,47.2
BP,1736081570038,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.24,6487250.0,-1.0,-1.0,0.656,-0.246,51.29
XOM,1736081573233,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.25,12217389.0,-1.0,-1.0,0.413,0.093,84.68
XOM,1736081575611,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.02,12556426.0,-1.0,-1.0,0.419,0.051,85.54
COP,1736081579478,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.67,3387967.0,-1.0,-1.0,1.582,0.16,60.29
XOM,1736081588936,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.02,11530811.0,-1.0,-1.0,0.436,0.143,87.69
XOM,1736081594041,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.54,11784656.0,-1.0,-1.0,0.435,0.325,88.29
SHEL,1736081599940,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.58,4823247.0,-1.0,-1.0,0.43,-0.842,75.66
SHEL,1736081601330,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.51,5007673.0,-1.0,-1.0,0.431,-0.772,73.04
BP,1736081602680,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.25,6347620.0,-1.0,-1.0,0.628,-0.105,35.09
COP,1736081605702,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.0,3922861.0,-1.0,-1.0,1.64,0.196,50.47
BP,1736081607437,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.32,6046234.0,-1.0,-1.0,0.631,-0.15,32.8
BP,1736081614916,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.24,6337415.0,-1.0,-1.0,0.652,-0.121,26.63
BP,1736081620891,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.08,6268719.0,-1.0,-1.0,0.648,-0.097,38.27
BP,1736081623251,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.97,6175399.0,-1.0,-1.0,0.639,-0.12,41.2
BP,1736081625385,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.05,6260536.0,-1.0,-1.0,0.64,-0.111,38.14
COP,1736081629737,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.17,4056765.0,-1.0,-1.0,1.609,0.194,53.49
COP,1736081631555,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.18,3867641.0,-1.0,-1.0,1.581,0.283,55.53
SHEL,1736081633085,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.52,5141929.0,-1.0,-1.0,0.44,-0.824,72.22
SHEL,1736081634112,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.4,5292480.0,-1.0,-1.0,0.448,-0.788,74.08
XOM,1736081638941,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.76,11293432.0,-1.0,-1.0,0.467,0.423,79.24
SHEL,1736081641903,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.16,5296506.0,-1.0,-1.0,0.435,-0.708,76.76
SHEL,1736081654989,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.15,5442289.0,-1.0,-1.0,0.414,-0.911,81.91
XOM,1736081658975,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.38,10082529.0,-1.0,-1.0,0.462,0.44,66.99
COP,1736081659917,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.47,3533761.0,-1.0,-1.0,1.556,-0.043,50.18
XOM,1736081660981,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.97,9942577.0,-1.0,-1.0,0.472,0.434,70.91
BP,1736081662814,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.19,5907165.0,-1.0,-1.0,0.645,-0.174,38.08
XOM,1736081664996,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.24,10133801.0,-1.0,-1.0,0.468,0.338,74.03
XOM,1736081670209,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.98,10339622.0,-1.0,-1.0,0.47,0.395,72.63
SHEL,1736081672642,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.12,4960585.0,-1.0,-1.0,0.407,-0.987,84.05
XOM,1736081677637,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.05,10651052.0,-1.0,-1.0,0.475,0.375,74.47
XOM,1736081682843,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.56,10226474.0,-1.0,-1.0,0.476,0.464,77.33
XOM,1736081685640,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.33,10151859.0,-1.0,-1.0,0.482,0.541,65.22
COP,1736081688671,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.03,3442784.0,-1.0,-1.0,1.509,-0.004,47.23
XOM,1736081693688,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.68,10400433.0,-1.0,-1.0,0.483,0.505,65.1
SHEL,1736081697482,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.8,4241453.0,-1.0,-1.0,0.407,-0.932,79.08
SHEL,1736081699026,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.67,4213557.0,-1.0,-1.0,0.413,-0.854,82.6
COP,1736081703220,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.67,3457324.0,-1.0,-1.0,1.495,0.008,42.73
BP,1736081709545,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.31,5485773.0,-1.0,-1.0,0.638,-0.029,43.62
COP,1736081712240,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.06,3563724.0,-1.0,-1.0,1.513,0.063,39.7
XOM,1736081713304,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.8,9034338.0,-1.0,-1.0,0.478,0.33,69.61
XOM,1736081719244,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.45,9077780.0,-1.0,-1.0,0.485,0.389,70.03
XOM,1736081723032,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.07,9518405.0,-1.0,-1.0,0.484,0.507,65.04
XOM,1736081725602,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.78,9169929.0,-1.0,-1.0,0.475,0.496,60.73
COP,1736081727122,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.06,3525623.0,-1.0,-1.0,1.561,0.067,39.01
SHEL,1736081728770,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.33,4263609.0,-1.0,-1.0,0.405,-0.767,82.52
BP,1736081729397,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.51,5984508.0,-1.0,-1.0,0.629,-0.043,36.89
COP,1736081732627,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.25,3531867.0,-1.0,-1.0,1.599,0.223,40.47
COP,1736081733879,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.67,3361417.0,-1.0,-1.0,1.631,0.301,39.63
SHEL,1736081738996,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.42,3956764.0,-1.0,-1.0,0.406,-0.918,78.42
BP,1736081740861,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.49,6166215.0,-1.0,-1.0,0.641,-0.017,33.5
XOM,1736081743718,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.25,9442753.0,-1.0,-1.0,0.485,0.63,56.64
SHEL,1736081744819,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.74,3827712.0,-1.0,-1.0,0.401,-0.936,73.67
COP,1736081749255,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.58,3216908.0,-1.0,-1.0,1.682,0.417,35.27
SHEL,1736081760006,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.62,3760487.0,-1.0,-1.0,0.411,-0.891,67.57
XOM,1736081760796,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.73,8823572.0,-1.0,-1.0,0.476,0.565,65.42
BP,1736081766862,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.57,6583150.0,-1.0,-1.0,0.652,-0.009,18.47
BP,1736081770015,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.68,6683929.0,-1.0,-1.0,0.643,0.035,15.4
BP,1736081771757,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.69,6895803.0,-1.0,-1.0,0.65,-0.024,13.22
BP,1736081777824,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.46,6823634.0,-1.0,-1.0,0.63,0.128,11.95
BP,1736081780156,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.4,6946733.0,-1.0,-1.0,0.641,0.039,8.53
COP,1736081781236,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.58,2934873.0,-1.0,-1.0,1.719,0.392,25.76
XOM,1736081784761,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.66,8671816.0,-1.0,-1.0,0.476,0.666,70.96
XOM,1736081786132,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.06,8706514.0,-1.0,-1.0,0.47,0.664,73.16
BP,1736081790125,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.26,7128635.0,-1.0,-1.0,0.633,0.0,10.15
SHEL,1736081790415,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.53,3183358.0,-1.0,-1.0,0.418,-1.0,70.15
COP,1736081794284,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.25,2972810.0,-1.0,-1.0,1.699,0.48,21.94
XOM,1736081799973,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.72,8924631.0,-1.0,-1.0,0.463,0.636,76.98
SHEL,1736081801749,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.53,3297190.0,-1.0,-1.0,0.418,-0.873,70.63
XOM,1736081804050,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.03,8447637.0,-1.0,-1.0,0.461,0.663,82.25
COP,1736081804697,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.97,2889437.0,-1.0,-1.0,1.665,0.537,19.97
XOM,1736081805919,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.3,8603403.0,-1.0,-1.0,0.452,0.568,80.52
COP,1736081806954,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.74,3012196.0,-1.0,-1.0,1.645,0.633,16.54
COP,1736081809164,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.06,3036625.0,-1.0,-1.0,1.616,0.599,13.13
XOM,1736081809784,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.51,7955070.0,-1.0,-1.0,0.456,0.478,77.09
SHEL,1736081811505,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.13,3524120.0,-1.0,-1.0,0.422,-0.832,63.81
BP,1736081822643,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.26,6534445.0,-1.0,-1.0,0.635,0.005,1.82
COP,1736081828920,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.2,2900419.0,-1.0,-1.0,1.675,0.523,16.32
XOM,1736081830375,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.06,7601118.0,-1.0,-1.0,0.455,0.505,71.68
BP,1736081831623,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.27,6725051.0,-1.0,-1.0,0.649,0.044,3.8
